Order_ID,Date,Customer,Product,Category,Quantity,Unit_Price,Total
1158,2026-03-25,Customer_069,Phone,Electronics,2,549.19,1098.38
1159,2026-05-06,Customer_043,Headphones,Electronics,3,74.06,222.18
1160,2026-03-21,Customer_095,Office Chair,Furniture,4,185.07,740.28
1161,2026-04-14,Customer_696,Pen,Stationery,3,3.22,9.66
1162,2026-06-04,Customer_093,Phone,Electronics,1,516.15,516.15
1163,2026-05-27,Customer_005,Phone,Electronics,4,533.24,2132.96
1164,2026-01-22,Customer_405,Office Chair,Furniture,1,181.24,181.24
1165,2026-01-12,Customer_346,Phone,Electronics,1,550.38,550.38
1166,2026-02-14,Customer_073,Backpack,Accessories,1,44.83,44.83
1167,2026-02-25,Customer_350,Laptop,Electronics,2,912.61,1825.22
1168,2026-01-08,Customer_625,Headphones,Electronics,1,87.78,87.78
1169,2026-02-16,Customer_639,Notebook,Stationery,2,7.58,15.16
1170,2026-01-28,Customer_078,Notebook,Stationery,2,8.4,16.8
1171,2026-01-14,Customer_699,Notebook,Stationery,3,8.34,25.02
1172,2026-04-21,Customer_363,Phone,Electronics,2,533.96,1067.92
1173,2026-04-25,Customer_015,Pen,Stationery,3,2.93,8.79
1174,2026-02-08,Customer_273,Desk,Furniture,2,241.37,482.74
1175,2026-02-13,Customer_537,Laptop,Electronics,1,865.91,865.91
1176,2026-03-09,Customer_394,Headphones,Electronics,1,79.98,79.98
1177,2026-04-21,Customer_228,Office Chair,Furniture,2,182.08,364.16
1178,2026-06-17,Customer_369,Headphones,Electronics,2,76.54,153.08
1179,2026-01-06,Customer_692,Backpack,Accessories,4,45.64,182.56
1180,2026-02-28,Customer_377,Laptop,Electronics,1,782.3,782.3
1181,2026-03-11,Customer_503,Mouse,Electronics,2,23.43,46.86
1182,2026-03-03,Customer_350,Notebook,Stationery,3,8.55,25.65
1183,2026-05-11,Customer_243,Notebook,Stationery,1,8.77,8.77
1184,2026-01-06,Customer_322,Mouse,Electronics,4,27.09,108.36
1185,2026-03-20,Customer_646,Office Chair,Furniture,1,179.67,179.67
1186,2026-06-28,Customer_574,Pen,Stationery,2,3.03,6.06
1187,2026-05-16,Customer_026,Headphones,Electronics,1,84.31,84.31
1188,2026-03-11,Customer_410,Office Chair,Furniture,4,177.32,709.28
1189,2026-01-20,Customer_113,Laptop,Electronics,2,895.52,1791.04
1190,2026-02-07,Customer_139,Mouse,Electronics,1,25.16,25.16
1191,2026-06-10,Customer_690,Notebook,Stationery,2,8.08,16.16
1192,2026-05-18,Customer_172,Phone,Electronics,1,570.3,570.3
1193,2026-03-25,Customer_321,Keyboard,Electronics,1,47.34,47.34
1194,2026-05-23,Customer_550,Desk,Furniture,3,242.44,727.32
1195,2026-02-18,Customer_581,Phone,Electronics,2,597.62,1195.24
1196,2026-05-17,Customer_588,Headphones,Electronics,3,86.82,260.46
1197,2026-03-05,Customer_572,Notebook,Stationery,3,8.47,25.41
1198,2026-01-14,Customer_291,Keyboard,Electronics,1,47.83,47.83
1199,2026-05-03,Customer_078,Backpack,Accessories,2,43.73,87.46
1200,2026-02-11,Customer_089,Phone,Electronics,4,544.71,2178.84
1201,2026-04-14,Customer_526,Headphones,Electronics,1,76.82,76.82
1202,2026-01-23,Customer_575,Laptop,Electronics,1,825.41,825.41
1203,2026-02-22,Customer_616,Notebook,Stationery,3,8.07,24.21
1204,2026-05-14,Customer_579,Desk,Furniture,3,241.75,725.25
1205,2026-01-15,Customer_623,Laptop,Electronics,4,891.05,3564.2
1206,2026-06-04,Customer_420,Office Chair,Furniture,1,173.22,173.22
1207,2026-06-04,Customer_289,Mouse,Electronics,2,26.07,52.14
1208,2026-01-05,Customer_635,Backpack,Accessories,1,41.43,41.43
1209,2026-05-21,Customer_159,Mouse,Electronics,1,23.14,23.14
1210,2026-01-15,Customer_157,Notebook,Stationery,1,7.98,7.98
1211,2026-03-09,Customer_685,Phone,Electronics,3,565.53,1696.59
1212,2026-06-13,Customer_292,Backpack,Accessories,3,45.89,137.67
1213,2026-05-28,Customer_011,Backpack,Accessories,4,45.75,183.0
1214,2026-01-23,Customer_346,Backpack,Accessories,1,41.75,41.75
1215,2026-04-21,Customer_616,Mouse,Electronics,4,25.98,103.92
1216,2026-04-30,Customer_127,Backpack,Accessories,1,45.69,45.69
1217,2026-05-02,Customer_051,Notebook,Stationery,1,8.68,8.68
1218,2026-05-31,Customer_613,Keyboard,Electronics,2,48.05,96.1
1219,2026-02-26,Customer_001,Office Chair,Furniture,3,170.19,510.57
1220,2026-05-23,Customer_661,Pen,Stationery,1,2.9,2.9
1221,2026-06-29,Customer_313,Keyboard,Electronics,2,43.5,87.0
1222,2026-03-04,Customer_244,Pen,Stationery,2,3.25,6.5
1223,2026-05-10,Customer_210,Phone,Electronics,3,544.74,1634.22
1224,2026-06-20,Customer_179,Office Chair,Furniture,4,182.79,731.16
1225,2026-06-29,Customer_501,Notebook,Stationery,1,7.78,7.78
1226,2026-03-04,Customer_662,Backpack,Accessories,4,42.41,169.64
1227,2026-02-18,Customer_084,Pen,Stationery,1,3.03,3.03
1228,2026-03-27,Customer_476,Notebook,Stationery,1,7.68,7.68
1229,2026-05-21,Customer_215,Headphones,Electronics,3,84.8,254.4
1230,2026-03-03,Customer_032,Laptop,Electronics,1,829.21,829.21
1231,2026-05-24,Customer_424,Headphones,Electronics,2,76.7,153.4
1232,2026-04-25,Customer_175,Phone,Electronics,2,553.79,1107.58
1233,2026-04-23,Customer_114,Office Chair,Furniture,3,167.59,502.77
1234,2026-05-09,Customer_264,Desk,Furniture,3,262.66,787.98
1235,2026-01-10,Customer_458,Headphones,Electronics,2,80.43,160.86
1236,2026-03-28,Customer_055,Phone,Electronics,3,567.48,1702.44
1237,2026-03-06,Customer_313,Desk,Furniture,3,236.55,709.65
1238,2026-03-13,Customer_054,Pen,Stationery,3,3.04,9.12
1239,2026-02-20,Customer_609,Notebook,Stationery,2,8.49,16.98
1240,2026-03-29,Customer_078,Notebook,Stationery,2,8.53,17.06
1241,2026-06-14,Customer_182,Keyboard,Electronics,2,43.14,86.28
1242,2026-06-25,Customer_007,Backpack,Accessories,3,47.12,141.36
1243,2026-03-26,Customer_147,Headphones,Electronics,4,82.29,329.16
1244,2026-03-23,Customer_514,Laptop,Electronics,3,871.21,2613.63
1245,2026-01-11,Customer_386,Headphones,Electronics,3,72.55,217.65
1246,2026-01-20,Customer_261,Keyboard,Electronics,2,47.46,94.92
1247,2026-05-17,Customer_226,Keyboard,Electronics,4,42.48,169.92
1248,2026-03-27,Customer_364,Notebook,Stationery,1,8.59,8.59
1249,2026-04-30,Customer_059,Desk,Furniture,4,234.11,936.44
1250,2026-04-24,Customer_115,Laptop,Electronics,2,891.09,1782.18
1251,2026-01-25,Customer_359,Pen,Stationery,2,3.09,6.18
1252,2026-01-04,Customer_666,Backpack,Accessories,1,42.05,42.05
1253,2026-02-06,Customer_075,Office Chair,Furniture,2,181.07,362.14
1254,2026-02-11,Customer_356,Pen,Stationery,2,2.74,5.48
1255,2026-06-14,Customer_153,Office Chair,Furniture,2,187.93,375.86
1256,2026-04-27,Customer_342,Keyboard,Electronics,3,48.6,145.8
1257,2026-05-14,Customer_168,Phone,Electronics,4,564.64,2258.56
1258,2026-02-22,Customer_455,Backpack,Accessories,1,48.04,48.04
1259,2026-05-02,Customer_558,Phone,Electronics,4,600.45,2401.8
1260,2026-02-20,Customer_693,Mouse,Electronics,3,23.73,71.19
1261,2026-05-29,Customer_296,Mouse,Electronics,1,26.11,26.11
1262,2026-02-23,Customer_098,Desk,Furniture,3,272.7,818.1
1263,2026-05-30,Customer_069,Notebook,Stationery,1,7.63,7.63
1264,2026-05-28,Customer_467,Headphones,Electronics,4,72.82,291.28
1265,2026-04-19,Customer_482,Pen,Stationery,2,2.98,5.96
1266,2026-03-14,Customer_296,Laptop,Electronics,1,849.23,849.23
1267,2026-06-20,Customer_616,Backpack,Accessories,1,42.72,42.72
1268,2026-05-11,Customer_498,Keyboard,Electronics,4,46.75,187.0
1269,2026-04-12,Customer_524,Headphones,Electronics,1,73.47,73.47
1270,2026-02-18,Customer_017,Backpack,Accessories,1,44.51,44.51
1271,2026-02-16,Customer_012,Notebook,Stationery,3,8.37,25.11
1272,2026-05-29,Customer_081,Desk,Furniture,1,259.61,259.61
1273,2026-01-25,Customer_466,Pen,Stationery,4,2.83,11.32
1274,2026-06-03,Customer_489,Backpack,Accessories,3,40.9,122.7
1275,2026-01-16,Customer_401,Desk,Furniture,2,253.4,506.8
1276,2026-05-15,Customer_335,Keyboard,Electronics,3,43.18,129.54
1277,2026-06-25,Customer_498,Desk,Furniture,1,248.71,248.71
1278,2026-04-26,Customer_402,Backpack,Accessories,3,40.83,122.49
1279,2026-06-08,Customer_152,Headphones,Electronics,4,73.93,295.72
1280,2026-04-08,Customer_131,Keyboard,Electronics,3,43.56,130.68
1281,2026-04-18,Customer_039,Notebook,Stationery,1,8.06,8.06
1282,2026-06-02,Customer_397,Phone,Electronics,1,592.46,592.46
1283,2026-06-19,Customer_108,Phone,Electronics,3,545.81,1637.43
1284,2026-02-03,Customer_414,Desk,Furniture,1,251.45,251.45
1285,2026-06-09,Customer_608,Headphones,Electronics,3,87.97,263.91
1286,2026-01-29,Customer_477,Keyboard,Electronics,4,46.15,184.6
1287,2026-05-01,Customer_266,Pen,Stationery,3,2.95,8.85
1288,2026-05-13,Customer_577,Laptop,Electronics,3,844.44,2533.32
1289,2026-04-30,Customer_670,Phone,Electronics,4,573.71,2294.84
1290,2026-02-06,Customer_665,Laptop,Electronics,1,932.91,932.91
1291,2026-03-14,Customer_399,Laptop,Electronics,1,880.54,880.54
1292,2026-05-20,Customer_187,Backpack,Accessories,1,47.58,47.58
1293,2026-06-20,Customer_380,Office Chair,Furniture,3,193.65,580.95
1294,2026-02-15,Customer_344,Phone,Electronics,1,576.77,576.77
1295,2026-01-04,Customer_571,Notebook,Stationery,4,8.54,34.16
1296,2026-02-23,Customer_243,Backpack,Accessories,3,42.09,126.27
1297,2026-06-18,Customer_506,Headphones,Electronics,4,77.6,310.4
1298,2026-01-05,Customer_054,Desk,Furniture,1,250.91,250.91
1299,2026-01-20,Customer_573,Backpack,Accessories,3,47.32,141.96
1300,2026-03-03,Customer_145,Notebook,Stationery,3,8.51,25.53
1301,2026-01-13,Customer_120,Pen,Stationery,1,3.24,3.24
1302,2026-04-11,Customer_610,Pen,Stationery,4,2.86,11.44
1303,2026-01-29,Customer_649,Headphones,Electronics,1,85.64,85.64
1304,2026-06-19,Customer_521,Notebook,Stationery,1,8.08,8.08
1305,2026-05-04,Customer_038,Notebook,Stationery,3,8.36,25.08
1306,2026-03-31,Customer_454,Keyboard,Electronics,4,41.49,165.96
1307,2026-01-28,Customer_593,Phone,Electronics,4,592.12,2368.48
1308,2026-03-03,Customer_349,Headphones,Electronics,2,81.14,162.28
1309,2026-02-09,Customer_040,Laptop,Electronics,2,853.61,1707.22
1310,2026-03-21,Customer_168,Laptop,Electronics,3,912.44,2737.32
1311,2026-06-18,Customer_363,Pen,Stationery,1,3.11,3.11
1312,2026-06-04,Customer_422,Desk,Furniture,1,269.04,269.04
1313,2026-02-27,Customer_031,Desk,Furniture,2,231.44,462.88
1314,2026-04-17,Customer_437,Desk,Furniture,3,225.06,675.18
1315,2026-01-02,Customer_589,Desk,Furniture,2,239.35,478.7
1316,2026-02-15,Customer_667,Laptop,Electronics,1,872.41,872.41
1317,2026-04-08,Customer_700,Notebook,Stationery,1,8.45,8.45
1318,2026-03-11,Customer_467,Desk,Furniture,2,246.61,493.22
1319,2026-03-04,Customer_412,Keyboard,Electronics,1,47.6,47.6
1320,2026-05-28,Customer_484,Phone,Electronics,4,528.11,2112.44
1321,2026-01-17,Customer_524,Office Chair,Furniture,1,182.96,182.96
1322,2026-01-22,Customer_474,Notebook,Stationery,3,8.56,25.68
1323,2026-01-14,Customer_687,Mouse,Electronics,3,23.15,69.45
1324,2026-05-05,Customer_460,Desk,Furniture,1,226.11,226.11
1325,2026-05-14,Customer_079,Headphones,Electronics,3,82.93,248.79
1326,2026-01-26,Customer_482,Phone,Electronics,1,598.87,598.87
1327,2026-04-09,Customer_397,Pen,Stationery,3,3.02,9.06
1328,2026-01-29,Customer_157,Mouse,Electronics,4,22.91,91.64
1329,2026-03-25,Customer_022,Headphones,Electronics,1,87.41,87.41
1330,2026-04-02,Customer_021,Keyboard,Electronics,3,49.18,147.54
1331,2026-05-27,Customer_453,Headphones,Electronics,3,78.55,235.65
1332,2026-05-04,Customer_527,Phone,Electronics,1,517.04,517.04
1333,2026-01-25,Customer_524,Phone,Electronics,3,546.87,1640.61
1334,2026-01-27,Customer_584,Pen,Stationery,1,2.75,2.75
1335,2026-01-08,Customer_591,Phone,Electronics,4,496.96,1987.84
1336,2026-04-03,Customer_693,Notebook,Stationery,4,8.75,35.0
1337,2026-05-28,Customer_558,Pen,Stationery,2,2.77,5.54
1338,2026-01-17,Customer_236,Mouse,Electronics,4,25.29,101.16
1339,2026-06-25,Customer_501,Keyboard,Electronics,2,47.68,95.36
1340,2026-05-19,Customer_064,Laptop,Electronics,4,843.98,3375.92
1341,2026-03-05,Customer_338,Office Chair,Furniture,4,185.65,742.6
1342,2026-02-02,Customer_102,Pen,Stationery,4,3.13,12.52
1343,2026-06-28,Customer_088,Pen,Stationery,1,2.76,2.76
1344,2026-02-15,Customer_672,Office Chair,Furniture,2,169.57,339.14
1345,2026-06-10,Customer_242,Laptop,Electronics,2,855.82,1711.64
1346,2026-06-07,Customer_589,Mouse,Electronics,2,24.48,48.96
1347,2026-06-15,Customer_090,Backpack,Accessories,2,47.89,95.78
1348,2026-04-16,Customer_428,Laptop,Electronics,4,873.19,3492.76
1349,2026-05-03,Customer_009,Office Chair,Furniture,1,163.87,163.87
1350,2026-06-09,Customer_553,Phone,Electronics,4,590.81,2363.24
1351,2026-06-27,Customer_318,Mouse,Electronics,2,25.56,51.12
1352,2026-05-07,Customer_007,Mouse,Electronics,4,25.24,100.96
1353,2026-02-27,Customer_022,Backpack,Accessories,3,46.29,138.87
1354,2026-02-10,Customer_700,Backpack,Accessories,2,41.23,82.46
1355,2026-01-12,Customer_087,Pen,Stationery,1,3.07,3.07
1356,2026-05-27,Customer_567,Mouse,Electronics,1,23.41,23.41
1357,2026-04-29,Customer_309,Desk,Furniture,4,249.91,999.64
1358,2026-03-23,Customer_662,Keyboard,Electronics,4,45.38,181.52
1359,2026-02-28,Customer_643,Backpack,Accessories,3,46.62,139.86
1360,2026-04-03,Customer_207,Laptop,Electronics,3,843.65,2530.95
1361,2026-04-04,Customer_159,Backpack,Accessories,1,48.12,48.12
1362,2026-02-06,Customer_516,Mouse,Electronics,4,22.7,90.8
1363,2026-06-26,Customer_608,Pen,Stationery,4,2.72,10.88
1364,2026-04-08,Customer_512,Mouse,Electronics,2,25.49,50.98
1365,2026-06-13,Customer_295,Backpack,Accessories,3,45.83,137.49
1366,2026-05-05,Customer_268,Headphones,Electronics,1,79.45,79.45
1367,2026-01-21,Customer_520,Mouse,Electronics,4,25.51,102.04
1368,2026-02-11,Customer_526,Phone,Electronics,3,540.43,1621.29
1369,2026-06-15,Customer_553,Office Chair,Furniture,4,176.58,706.32
1370,2026-01-14,Customer_504,Desk,Furniture,1,258.13,258.13
1371,2026-03-11,Customer_145,Pen,Stationery,1,2.94,2.94
1372,2026-06-12,Customer_229,Keyboard,Electronics,3,45.8,137.4
1373,2026-06-13,Customer_301,Desk,Furniture,3,236.73,710.19
1374,2026-01-10,Customer_630,Backpack,Accessories,1,43.53,43.53
1375,2026-04-04,Customer_361,Laptop,Electronics,1,807.28,807.28
1376,2026-06-20,Customer_513,Pen,Stationery,4,2.92,11.68
1377,2026-01-28,Customer_121,Keyboard,Electronics,3,46.47,139.41
1378,2026-06-14,Customer_305,Laptop,Electronics,4,901.96,3607.84
1379,2026-06-05,Customer_367,Office Chair,Furniture,4,181.44,725.76
1380,2026-05-28,Customer_334,Phone,Electronics,1,553.43,553.43
1381,2026-01-20,Customer_282,Laptop,Electronics,3,803.2,2409.6
1382,2026-02-28,Customer_161,Laptop,Electronics,3,772.07,2316.21
1383,2026-01-20,Customer_693,Phone,Electronics,4,570.46,2281.84
1384,2026-05-06,Customer_217,Phone,Electronics,1,590.47,590.47
1385,2026-06-20,Customer_178,Desk,Furniture,4,251.61,1006.44
1386,2026-05-31,Customer_384,Mouse,Electronics,4,27.2,108.8
